 # DOS at iteration step i = 0, E_Fermi[a.u.] =    -0.003009
 #  Energy[a.u.]       Density     Occupation
    -0.30042219         0.0000         0.0000
    -0.29858472         0.0000         0.0000
    -0.29674725         0.0000         0.0000
    -0.29490978         0.0000         0.0000
    -0.29307231         0.0000         0.0000
    -0.29123484         0.0000         0.0000
    -0.28939737         0.0000         0.0000
    -0.28755990         0.0000         0.0000
    -0.28572243         0.0000         0.0000
    -0.28388496         0.0000         0.0000
    -0.28204749         0.0000         0.0000
    -0.28021002         0.0016         2.0000
    -0.27837255         0.0098        12.0000
    -0.27653508         0.0000         0.0000
    -0.27469761         0.0098        12.0000
    -0.27286014         0.0000         0.0000
    -0.27102267         0.0000         0.0000
    -0.26918520         0.0098        12.0000
    -0.26734773         0.0293        36.0000
    -0.26551026         0.0033         4.0000
    -0.26367279         0.0000         0.0000
    -0.26183532         0.0000         0.0000
    -0.25999785         0.0000         0.0000
    -0.25816038         0.0016         2.0000
    -0.25632291         0.0000         0.0000
    -0.25448544         0.0000         0.0000
    -0.25264797         0.0000         0.0000
    -0.25081050         0.0000         0.0000
    -0.24897303         0.0000         0.0000
    -0.24713556         0.0000         0.0000
    -0.24529809         0.0000         0.0000
    -0.24346062         0.0000         0.0000
    -0.24162315         0.0016         2.0000
    -0.23978568         0.0000         0.0000
    -0.23794821         0.0000         0.0000
    -0.23611074         0.0000         0.0000
    -0.23427327         0.0000         0.0000
    -0.23243580         0.0033         4.0000
    -0.23059833         0.0000         0.0000
    -0.22876086         0.0033         4.0000
    -0.22692339         0.0114        14.0000
    -0.22508592         0.0016         2.0000
    -0.22324845         0.0000         0.0000
    -0.22141098         0.0016         2.0000
    -0.21957351         0.0228        28.0000
    -0.21773604         0.0195        24.0000
    -0.21589857         0.0000         0.0000
    -0.21406110         0.0000         0.0000
    -0.21222363         0.0000         0.0000
    -0.21038616         0.0000         0.0000
    -0.20854869         0.0016         2.0000
    -0.20671122         0.0000         0.0000
    -0.20487375         0.0033         4.0000
    -0.20303628         0.0000         0.0000
    -0.20119881         0.0000         0.0000
    -0.19936134         0.0065         8.0000
    -0.19752387         0.0098        12.0000
    -0.19568640         0.0016         2.0000
    -0.19384893         0.0016         2.0000
    -0.19201146         0.0016         2.0000
    -0.19017399         0.0000         0.0000
    -0.18833652         0.0016         2.0000
    -0.18649905         0.0033         4.0000
    -0.18466158         0.0033         4.0000
    -0.18282411         0.0016         2.0000
    -0.18098664         0.0033         4.0000
    -0.17914917         0.0000         0.0000
    -0.17731170         0.0016         2.0000
    -0.17547423         0.0033         4.0000
    -0.17363676         0.0000         0.0000
    -0.17179929         0.0000         0.0000
    -0.16996182         0.0016         2.0000
    -0.16812435         0.0000         0.0000
    -0.16628688         0.0033         4.0000
    -0.16444941         0.0065         8.0000
    -0.16261194         0.0016         2.0000
    -0.16077447         0.0016         2.0000
    -0.15893700         0.0016         2.0000
    -0.15709953         0.0016         2.0000
    -0.15526206         0.0065         8.0000
    -0.15342459         0.0065         8.0000
    -0.15158712         0.0049         6.0000
    -0.14974965         0.0114        14.0000
    -0.14791218         0.0033         4.0000
    -0.14607471         0.0000         0.0000
    -0.14423724         0.0000         0.0000
    -0.14239977         0.0049         6.0000
    -0.14056230         0.0033         4.0000
    -0.13872483         0.0049         6.0000
    -0.13688736         0.0033         4.0000
    -0.13504989         0.0033         4.0000
    -0.13321242         0.0049         6.0000
    -0.13137495         0.0049         6.0000
    -0.12953748         0.0016         2.0000
    -0.12770001         0.0065         8.0000
    -0.12586254         0.0033         4.0000
    -0.12402507         0.0098        12.0000
    -0.12218760         0.0065         8.0000
    -0.12035013         0.0033         4.0000
    -0.11851266         0.0033         4.0000
    -0.11667519         0.0033         4.0000
    -0.11483772         0.0081        10.0000
    -0.11300025         0.0081        10.0000
    -0.11116278         0.0065         8.0000
    -0.10932531         0.0081        10.0000
    -0.10748784         0.0081        10.0000
    -0.10565037         0.0081        10.0000
    -0.10381290         0.0049         6.0000
    -0.10197543         0.0163        20.0000
    -0.10013796         0.0049         6.0000
    -0.09830049         0.0130        16.0000
    -0.09646302         0.0081        10.0000
    -0.09462555         0.0065         8.0000
    -0.09278808         0.0098        12.0000
    -0.09095061         0.0049         6.0000
    -0.08911314         0.0065         8.0000
    -0.08727567         0.0098        12.0000
    -0.08543820         0.0065         8.0000
    -0.08360073         0.0065         8.0000
    -0.08176326         0.0065         8.0000
    -0.07992579         0.0065         8.0000
    -0.07808832         0.0081        10.0000
    -0.07625085         0.0146        18.0000
    -0.07441338         0.0081        10.0000
    -0.07257591         0.0033         4.0000
    -0.07073844         0.0049         6.0000
    -0.06890097         0.0049         6.0000
    -0.06706350         0.0049         6.0000
    -0.06522603         0.0081        10.0000
    -0.06338856         0.0016         2.0000
    -0.06155109         0.0033         4.0000
    -0.05971362         0.0081        10.0000
    -0.05787615         0.0065         8.0000
    -0.05603868         0.0016         2.0000
    -0.05420121         0.0033         4.0000
    -0.05236374         0.0049         6.0000
    -0.05052627         0.0081        10.0000
    -0.04868880         0.0081        10.0000
    -0.04685133         0.0033         4.0000
    -0.04501386         0.0016         2.0000
    -0.04317639         0.0033         4.0000
    -0.04133892         0.0000         0.0000
    -0.03950145         0.0049         6.0000
    -0.03766398         0.0016         2.0000
    -0.03582651         0.0033         4.0000
    -0.03398904         0.0033         4.0000
    -0.03215157         0.0065         8.0000
    -0.03031410         0.0033         4.0000
    -0.02847663         0.0016         2.0000
    -0.02663916         0.0016         2.0000
    -0.02480169         0.0000         0.0000
    -0.02296422         0.0114        14.0000
    -0.02112675         0.0033         3.9999
    -0.01928928         0.0016         1.9999
    -0.01745181         0.0065         7.9992
    -0.01561434         0.0016         1.9996
    -0.01377687         0.0065         7.9917
    -0.01193940         0.0049         5.9803
    -0.01010193         0.0016         1.9734
    -0.00826446         0.0033         3.8381
    -0.00642699         0.0016         1.8600
    -0.00458952         0.0049         4.1265
    -0.00275205         0.0049         2.5661
    -0.00091458         0.0033         1.0032
     0.00092289         0.0098         0.5983
     0.00276036         0.0016         0.0387
     0.00459783         0.0016         0.0171
     0.00643530         0.0016         0.0049
     0.00827277         0.0016         0.0016
     0.01011024         0.0033         0.0013
     0.01194771         0.0016         0.0003
     0.01378518         0.0000         0.0000
     0.01562265         0.0000         0.0000
     0.01746012         0.0000         0.0000
     0.01929759         0.0000         0.0000
     0.02113506         0.0016         0.0000
     0.02297253         0.0000         0.0000
     0.02481000         0.0000         0.0000
     0.02664747         0.0000         0.0000
     0.02848494         0.0033         0.0000
     0.03032241         0.0000         0.0000
     0.03215988         0.0033         0.0000
     0.03399735         0.0065         0.0000
     0.03583482         0.0016         0.0000
     0.03767229         0.0016         0.0000
     0.03950976         0.0016         0.0000
     0.04134723         0.0033         0.0000
     0.04318470         0.0081         0.0000
     0.04502217         0.0016         0.0000
     0.04685964         0.0000         0.0000
     0.04869711         0.0033         0.0000
     0.05053458         0.0000         0.0000
     0.05237205         0.0016         0.0000
